fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type_red,type_white,PCA1,PCA2,LDA1,LDA2
6.6,0.38,0.18,1.2,0.042,20.0,84.0,0.9927,3.22,0.45,10.1,4,0,1,-33.767761695304394,-3.1133447676847448,0.9421972031832119,1.408179569073169
6.4,0.33,0.28,1.1,0.038,30.0,110.0,0.9917,3.12,0.42,10.5,6,0,1,-6.21810954064034,0.7612167972521597,0.5284220311505323,0.570316085364981
5.6,0.25,0.26,3.6,0.037,18.0,115.0,0.9904,3.42,0.5,12.6,6,0,1,-3.941504388365066,-11.962797006399772,-1.8609493640709858,0.7606169411797207
8.6,0.27,0.46,6.1,0.032,13.0,41.0,0.993,2.89,0.34,10.9,5,0,1,-77.01396455496551,-0.09552935024867196,-0.4295457503310712,1.2355128052649385
6.2,0.31,0.21,6.3,0.041,50.0,218.0,0.9941,3.15,0.6,10.0,5,0,1,103.63402004530757,-3.954461483303399,0.36114033645374144,-0.9339268225352084
7.2,0.18,0.45,4.4,0.046,57.0,166.0,0.9943,3.13,0.62,11.2,6,0,1,54.48275377149555,14.523980876726121,-0.9096312116821805,-0.9205074942219191
7.7,0.2,0.44,13.9,0.05,44.0,130.0,0.99855,3.11,0.48,10.0,6,0,1,16.9209562183777,10.26734788879847,-0.24097935556360361,-0.6283061495292299
6.2,0.47,0.21,1.0,0.044,13.0,98.0,0.99345,3.14,0.46,9.2,5,0,1,-21.706635684016536,-13.091944279269937,2.3865724633867798,1.6413376618414919
6.1,0.25,0.24,12.1,0.046,51.0,172.0,0.998,3.35,0.45,9.5,5,0,1,59.3190496985445,7.5682628677673645,0.48997475054036754,-0.8679099445071816
8.2,0.27,0.43,1.6,0.035,31.0,128.0,0.9916,3.1,0.5,12.3,6,0,1,11.528913924698948,-2.3153915579036295,-1.3196449699843333,0.8821340446329706
8.2,0.27,0.43,1.6,0.035,31.0,128.0,0.9916,3.1,0.5,12.3,6,0,1,11.528913924698948,-2.3153915579036295,-1.3196449699843333,0.8821340446329706
6.4,0.31,0.39,7.5,0.04,57.0,213.0,0.99475,3.32,0.43,10.0,5,0,1,100.38370623441148,4.024493996590853,0.34119401404904504,-0.6739495685794461
6.0,0.39,0.26,2.7,0.038,39.0,187.0,0.99325,3.41,0.5,10.8,6,0,1,70.83335792324685,-7.783189049205437,0.46223785460888184,0.6553397297429147
6.2,0.21,0.27,1.7,0.038,41.0,150.0,0.9933,3.49,0.71,10.5,7,0,1,35.21706424640051,2.473880166578083,-0.6328923519903987,-0.06742418054930341
7.7,0.42,0.31,9.2,0.048,22.0,221.0,0.9969,3.06,0.61,9.2,6,0,1,100.39533634710432,-31.81874522154472,1.698861103291178,0.41969668757664674
7.0,0.27,0.41,18.75,0.042,34.0,157.0,1.0002,2.96,0.5,9.1,5,0,1,41.17992842982809,-5.4063296994811,0.8050232837537289,-0.9008349013492498
6.2,0.21,0.27,1.7,0.038,41.0,150.0,0.9933,3.49,0.71,10.5,7,0,1,35.21706424640051,2.473880166578083,-0.6328923519903987,-0.06742418054930341
7.4,0.29,0.5,1.8,0.042,35.0,127.0,0.9937,3.45,0.5,10.2,7,0,1,11.477508873353138,1.8111034723290003,0.15578385107143025,0.9773876448744427
6.6,0.29,0.44,9.0,0.053,62.0,178.0,0.99685,3.02,0.45,8.9,5,0,1,67.49634927657218,16.826069683129116,1.414141900216528,-1.3035427720900559
6.0,0.3,0.44,1.5,0.046,15.0,182.0,0.99455,3.5,0.52,10.4,5,0,1,60.539033483757976,-30.063268097275206,1.1849415349939099,0.8295534668528581
6.9,0.31,0.34,1.6,0.032,23.0,128.0,0.9917,3.37,0.47,11.7,6,0,1,9.748264725932804,-10.097939897619304,-0.70926532999729,1.2544883449978212
6.6,0.33,0.31,1.3,0.02,29.0,89.0,0.99035,3.26,0.44,12.4,8,0,1,-26.891752250238877,4.532190488456165,-1.3507476270503034,1.3677950036449034
7.8,0.3,0.4,1.8,0.028,23.0,122.0,0.9914,3.14,0.39,10.9,7,0,1,3.9136738747290485,-8.747395990035344,-0.19001089602667093,0.9695182990722198
6.4,0.39,0.21,1.2,0.041,35.0,136.0,0.99225,3.15,0.46,10.2,5,0,1,20.22165624462374,-0.22995050528965064,0.9327318447991012,0.6488388509395567
6.4,0.24,0.31,2.8,0.038,41.0,114.0,0.99155,3.37,0.66,11.7,7,0,1,0.20547494379315467,10.626144598356804,-1.773271495350877,0.30861027232129573
7.0,0.21,0.34,8.0,0.057,19.0,101.0,0.9954,2.99,0.59,9.4,5,0,1,-17.154606171067176,-7.715603882985186,0.5394763773795442,-0.32328548602155777
6.4,0.16,0.31,5.3,0.043,42.0,157.0,0.99455,3.35,0.47,10.5,5,0,1,42.40592200603026,1.9784716435687555,-0.3170772226799416,-0.7082149722480453
6.5,0.23,0.33,13.8,0.042,25.0,139.0,0.99695,3.35,0.56,10.4,6,0,1,21.426813992080394,-10.256477821471947,-0.7195646832895919,-0.06624614036055562
6.2,0.25,0.48,10.0,0.044,78.0,240.0,0.99655,3.25,0.47,9.5,6,0,1,131.48603561881987,18.46216354511535,0.4397499447120496,-1.9309696461862715
8.8,0.28,0.45,6.0,0.022,14.0,49.0,0.9934,3.01,0.33,11.1,7,0,1,-69.00790902192838,-0.9293578064189284,-0.6003789279712256,1.5774276158227039
6.6,0.25,0.3,14.4,0.052,40.0,183.0,0.998,3.02,0.5,9.1,6,0,1,67.6587234039507,-5.556871777114867,0.8315575075787915,-1.3140335410826387
6.9,0.38,0.25,9.8,0.04,28.0,191.0,0.9971,3.28,0.61,9.2,5,0,1,72.56263656284462,-19.188392818834227,1.1618628380657172,0.39323144805008176
6.4,0.25,0.3,5.5,0.038,15.0,129.0,0.9948,3.14,0.49,9.6,6,0,1,9.107934092413467,-17.995736258545517,1.066750089925953,0.08610575553219638
6.6,0.25,0.3,14.4,0.052,40.0,183.0,0.998,3.02,0.5,9.1,6,0,1,67.6587234039507,-5.556871777114867,0.8315575075787915,-1.3140335410826387
6.9,0.38,0.25,9.8,0.04,28.0,191.0,0.9971,3.28,0.61,9.2,5,0,1,72.56263656284462,-19.188392818834227,1.1618628380657172,0.39323144805008176
7.1,0.21,0.31,3.8,0.021,40.0,142.0,0.99215,3.17,0.39,10.8,7,0,1,27.2845524868379,3.3627881192687674,-0.6206215397930733,-0.2692881930441369
6.4,0.25,0.3,5.5,0.038,15.0,129.0,0.9948,3.14,0.49,9.6,6,0,1,9.107934092413467,-17.995736258545517,1.066750089925953,0.08610575553219638
6.9,0.39,0.4,4.6,0.022,5.0,19.0,0.9915,3.31,0.37,12.6,3,0,1,-100.28714663113308,-2.9550462020758568,-1.352986556184793,2.820583182280554
5.8,0.2,0.3,1.5,0.031,21.0,57.0,0.99115,3.44,0.55,11.0,6,0,1,-59.81773862544527,3.9652814736394646,-1.1004932541559826,0.7407174302523283
7.0,0.2,0.37,2.0,0.03,26.0,136.0,0.9932,3.28,0.61,10.2,6,0,1,18.234133869173316,-8.972760624728043,-0.10733970003172949,0.1357512846404705
5.9,0.26,0.25,12.5,0.034,38.0,152.0,0.9977,3.33,0.43,9.4,5,0,1,36.95247696926194,-0.5676159580294754,0.6379979680518952,-0.4990250138839936
7.4,0.38,0.27,7.5,0.041,24.0,160.0,0.99535,3.17,0.43,10.0,5,0,1,41.380649035846865,-16.165944640671892,0.9316446418190264,0.8167334151282047
7.0,0.21,0.34,8.5,0.033,31.0,253.0,0.9953,3.22,0.56,10.5,6,0,1,133.53562804700297,-30.283055680664713,-0.05523050157597398,-0.9354569970423345
7.2,0.29,0.4,7.6,0.05604157043879908,56.0,177.0,0.9928,3.04,0.32,11.5,6,0,1,65.10046986180778,11.168988191907664,-0.7884222915227985,-0.652247377182634
6.9,0.18,0.38,8.1,0.049,44.0,176.0,0.9958,3.3,0.54,9.8,6,0,1,61.470168114433655,-0.2771704453321628,-0.07914116627322143,-0.9020564004578095
7.3,0.3,0.42,7.35,0.025,51.0,175.0,0.9928,3.04,0.32,11.4,6,0,1,62.02216912555695,6.7426173483115734,-0.705780635473147,-0.32649518337250677
7.2,0.29,0.4,7.6,0.024,56.0,177.0,0.9928,3.04,0.32,11.5,6,0,1,65.10047452463178,11.16898752532119,-0.8833358489215826,-0.5238217463680044
6.9,0.2,0.5,10.0,0.036,78.0,167.0,0.9964,3.15,0.55,10.2,6,0,1,60.404783601660505,34.91824323484081,-0.7055472946247748,-1.5598575525184082
6.7,0.2,0.42,14.0,0.038,83.0,160.0,0.9987,3.16,0.5,9.4,6,0,1,54.88349452883651,41.487251385744685,-0.22364983581254677,-1.8868713572357672
7.0,0.21,0.34,8.5,0.033,31.0,253.0,0.9953,3.22,0.56,10.5,6,0,1,133.53562804700297,-30.283055680664713,-0.05523050157597398,-0.9354569970423345
5.9,0.35,0.47,2.2,0.11,14.0,138.0,0.9932,3.09,0.5,9.1,5,0,1,17.51443472621938,-21.098113049505184,2.2729038921510787,0.15486692988641718
7.1,0.28,0.44,1.8,0.032,32.0,107.0,0.9907,3.25,0.48,12.2,7,0,1,-8.676003934249497,3.406493314777556,-1.4971895155018167,0.940479364807018
5.8,0.25,0.28,11.1,0.056,45.0,175.0,0.99755,3.42,0.43,9.5,5,0,1,60.85541710391462,1.020810362276946,0.6910780372346146,-0.7437950705390151
6.8,0.22,0.37,15.2,0.051,68.0,178.0,0.99935,3.4,0.85,9.3,6,0,1,69.0962565767869,22.85905973264254,-0.9089665750162514,-1.2843615038983314
7.1,0.14,0.4,1.2,0.051,55.0,136.0,0.9932,3.3,0.96,9.8,7,0,1,24.70120360649984,19.239349952668015,-1.1398605955985026,-0.8972209286108606
7.1,0.13,0.4,1.2,0.047,54.0,134.0,0.9932,3.3,0.97,9.8,7,0,1,22.529912088932115,18.71655996691551,-1.2011271258957081,-0.9091774595734381
6.9,0.18,0.38,8.1,0.049,44.0,176.0,0.9958,3.3,0.54,9.8,6,0,1,61.470168114433655,-0.2771704453321628,-0.07914116627322143,-0.9020564004578095
7.0,0.2,0.38,8.1,0.05,42.0,173.0,0.99585,3.3,0.54,9.8,6,0,1,58.10045102334304,-1.5489372214540567,-0.003139728384222831,-0.6923934199969635
6.8,0.24,0.49,19.3,0.057,55.0,247.0,1.00055,3.0,0.56,8.7,5,0,1,133.53646216813704,-5.2325400737877015,0.9361147278422811,-2.2335140037232697
5.0,0.44,0.04,18.6,0.039,38.0,128.0,0.9985,3.37,0.57,10.2,6,0,1,13.842633444655574,5.039107580098282,-0.17299833595804748,0.410209915681399
6.3,0.3,0.28,5.0,0.042,36.0,168.0,0.99505,3.22,0.69,9.5,6,0,1,51.76448491310889,-6.355358162477941,0.783824330275273,-0.2096858604911769
7.2,0.27,0.42,1.6,0.05,35.0,135.0,0.992,2.94,0.46,11.0,6,0,1,19.25504878131041,0.004490090275090506,0.12138728002261542,-0.07039770078510663
6.7,0.5,0.63,13.4,0.078,81.0,238.0,0.9988,3.08,0.44,9.2,5,0,1,130.351607345079,21.934193688693778,1.8512102747366763,-0.7848962068040466
6.8,0.2,0.36,1.6,0.028,7.0,46.0,0.99175,3.21,0.6,10.9,6,0,1,-73.66680025813834,-7.190943052663298,-0.762801686384255,1.0330195791361105
6.7,0.11,0.34,8.8,0.043,41.0,113.0,0.9962,3.42,0.4,9.3,7,0,1,-0.5050353477248579,11.027516559348348,-0.12273435663595733,-0.784222317708261
6.7,0.11,0.34,8.8,0.043,41.0,113.0,0.9962,3.42,0.4,9.3,7,0,1,-0.5050353477248579,11.027516559348348,-0.12273435663595733,-0.784222317708261
6.8,0.12,0.31,5.2,0.045,29.0,120.0,0.9942,3.41,0.46,9.8,7,0,1,3.466584179548635,-2.3454443924669888,-0.29676580943945996,-0.3807960367331554
6.6,0.16,0.57,1.1,0.13,58.0,140.0,0.9927,3.12,0.39,9.3,7,0,1,29.270616222138678,21.25731940074929,0.9601237255288554,-1.6562899794358967
6.6,0.21,0.6,1.1,0.135,61.0,144.0,0.9927,3.12,0.39,9.3,7,0,1,33.837274049851274,23.276607031555287,1.130845262223375,-1.4523437108157922
6.1,0.27,0.3,16.7,0.039,49.0,172.0,0.99985,3.4,0.45,9.4,5,0,1,59.063867788178904,5.761837910373339,0.36897832571005756,-0.7140362871811754
9.1,0.27,0.45,10.6,0.035,28.0,124.0,0.997,3.2,0.46,10.4,9,0,1,7.343455268033186,-4.069404191913227,-0.4507324718477072,0.9133024821658619
6.4,0.225,0.48,2.2,0.115,29.0,104.0,0.9918,3.24,0.58,12.1,6,0,1,-12.246925441087718,1.1785340292383355,-1.0859925440902116,0.16316346193103096
8.3,0.14,0.45,1.5,0.039,18.0,98.0,0.99215,3.02,0.56,11.0,6,0,1,-20.589557276173263,-8.217098633772917,-0.8394489178746054,0.22661043169066133
7.2,0.23,0.19,13.7,0.052,47.0,197.0,0.99865,3.12,0.53,9.0,5,0,1,82.8248033400613,-1.9229919831023865,0.6475711759721768,-1.3169789729877677
6.9,0.22,0.37,15.0,0.053,59.0,178.0,0.9992,3.37,0.82,9.5,7,0,1,67.06912334055403,14.089154157732763,-0.8072799919684596,-1.0902464839073363
8.1,0.17,0.44,14.1,0.053,43.0,145.0,1.0006,3.28,0.75,8.8,8,0,1,31.313014758911443,5.9120821260093,0.013419378557923188,-0.6540718945180626
6.0,0.395,0.0,1.4,0.042,7.0,55.0,0.99135,3.37,0.38,11.2,4,0,1,-64.90938114066617,-9.2201695363194,0.0844651637519731,2.125717618529972
7.8,0.29,0.22,9.5,0.056,44.0,213.0,0.99715,3.08,0.61,9.3,6,0,1,97.54829750170823,-8.583962943675578,0.7841267591494847,-0.7395392512240311
6.9,0.22,0.37,15.0,0.053,59.0,178.0,0.9992,3.37,0.82,9.5,7,0,1,67.06912334055403,14.089154157732763,-0.8072799919684596,-1.0902464839073363
8.1,0.17,0.44,14.1,0.053,43.0,145.0,1.0006,3.28,0.75,8.8,8,0,1,31.313014758911443,5.9120821260093,0.013419378557923188,-0.6540718945180626
7.2,0.23,0.19,13.7,0.052,47.0,197.0,0.99865,3.12,0.53,9.0,5,0,1,82.8248033400613,-1.9229919831023865,0.6475711759721768,-1.3169789729877677
7.6,0.3,0.27,10.6,0.039,31.0,119.0,0.99815,3.27,0.3,9.3,6,0,1,3.1644511943815985,-0.013681643385047347,1.1328876736701103,0.5742385361526523
7.7,0.34,0.28,11.0,0.04,31.0,117.0,0.99815,3.27,0.29,9.2,6,0,1,1.2338436464669826,0.44854829655758127,1.253215452304376,0.8218275014550908
7.7,0.34,0.28,11.0,0.04,31.0,117.0,0.99815,3.27,0.29,9.2,6,0,1,1.2338436464669826,0.44854829655758127,1.253215452304376,0.8218275014550908
5.8,0.34,0.16,7.0,0.037,26.0,116.0,0.9949,3.46,0.45,10.0,7,0,1,-1.0193802600666413,-4.302332352914554,0.4610361649559264,0.8432949286742706
7.6,0.3,0.27,10.6,0.039,31.0,119.0,0.99815,3.27,0.3,9.3,6,0,1,3.1644511943815985,-0.013681643385047347,1.1328876736701103,0.5742385361526523
7.7,0.34,0.28,11.0,0.04,31.0,117.0,0.99815,3.27,0.29,9.2,6,0,1,1.2338436464669826,0.44854829655758127,1.253215452304376,0.8218275014550908
5.9,0.24,0.3,2.0,0.033,28.0,92.0,0.99225,3.39,0.69,10.9,7,0,1,-24.15245548176753,2.904544770757537,-0.8733910863251957,0.5534406193048071
6.4,0.46,0.08,4.9,0.046,34.0,144.0,0.99445,3.1,0.56,10.0,5,0,1,27.942099888113805,-2.8943074102986004,1.2096603303696722,0.8157048576414413
5.9,0.24,0.3,2.0,0.033,28.0,92.0,0.99225,3.39,0.69,10.9,7,0,1,-24.15245548176753,2.904544770757537,-0.8733910863251957,0.5534406193048071
7.4,0.32,0.27,1.4,0.049,38.0,173.0,0.99335,3.03,0.52,9.3,5,0,1,56.923768721406816,-5.65397658183877,1.3839665188765402,-0.14510592155829474
7.2,0.31,0.26,7.3,0.05,37.0,157.0,0.99625,3.09,0.43,9.0,5,0,1,41.3721507136193,-2.838466252970947,1.513477973054361,-0.2095211851572061
7.8,0.42,0.23,8.8,0.054,42.0,215.0,0.9971,3.02,0.58,9.2,6,0,1,99.0184715365427,-11.004292112066194,1.5775998480391449,0.006086157767750032
6.9,0.24,0.33,12.5,0.046,47.0,153.0,0.9983,3.28,0.77,9.6,6,0,1,39.93482471204656,7.964376001808487,-0.3710786982113944,-0.595696392786788
5.4,0.18,0.24,4.8,0.041,30.0,113.0,0.99445,3.42,0.4,9.4,6,0,1,-3.129278678290066,0.20261161480336415,0.6982698713477665,-0.4029339390672065
6.0,0.18,0.31,1.4,0.036,14.0,75.0,0.99085,3.34,0.58,11.1,8,0,1,-43.867838544017644,-6.9133956566727495,-1.0675713255500674,0.5194341991034205
7.8,0.27,0.58,11.2,0.036,44.0,161.0,0.9977,3.06,0.41,8.9,6,0,1,46.99513898217956,3.1912380668642504,1.1191335149020116,-0.49794025801691305
6.0,0.28,0.49,6.8,0.048,61.0,222.0,0.9953,3.19,0.47,9.3,5,0,1,110.02015232248554,5.869536504597764,1.145949335764299,-1.4067757036853712
6.8,0.39,0.35,11.6,0.044,57.0,220.0,0.99775,3.07,0.53,9.3,5,0,1,107.37167402643104,2.5674474168873553,1.2830197592097274,-0.7209291032469471
6.6,0.21,0.31,11.4,0.039,46.0,165.0,0.99795,3.41,0.44,9.8,7,0,1,51.34891573158719,4.253817067376181,0.12364817922545988,-0.5953401354845165
7.3,0.32,0.34,6.6,0.032,24.0,112.0,0.99505,3.22,0.46,9.8,6,0,1,-5.387687056876657,-5.371057265971734,0.5738438448400499,0.8639231394769589
7.8,0.27,0.58,11.2,0.036,44.0,161.0,0.9977,3.06,0.41,8.9,6,0,1,46.99513898217956,3.1912380668642504,1.1191335149020116,-0.49794025801691305
6.4,0.31,0.26,13.2,0.046,57.0,205.0,0.9975,3.17,0.41,9.6,5,0,1,92.83579889637357,6.002178540977463,0.6463368243721105,-1.1075628424635948
6.2,0.29,0.26,13.1,0.046,55.0,204.0,0.99745,3.16,0.41,9.6,6,0,1,91.41122365050231,4.2784754209897,0.6763062227636282,-1.2530797730477243
6.0,0.39,0.17,12.0,0.046,65.0,246.0,0.9976,3.15,0.38,9.0,6,0,1,134.50196382284054,4.51214277733692,1.7010011792277575,-1.2707460842710725
6.2,0.3,0.26,13.4,0.046,57.0,206.0,0.99775,3.17,0.43,9.5,6,0,1,93.81972416333717,5.7839624962412,0.7249971962677005,-1.2474532634795963
6.0,0.28,0.49,6.8,0.048,61.0,222.0,0.9953,3.19,0.47,9.3,5,0,1,110.02015232248554,5.869536504597764,1.145949335764299,-1.4067757036853712
6.0,0.41,0.05,1.5,0.063,17.0,120.0,0.9932,3.21,0.56,9.2,6,0,1,0.6310666720576674,-14.140371202723575,1.7998667583022436,0.9511325381316459
6.4,0.33969101556480197,0.28,1.1,0.055,9.0,160.0,0.99405,3.42,0.5,9.1,7,0,1,37.76319123541779,-30.963974483088002,1.9658893348970965,1.003254052532243
6.5,0.26,0.32,16.5,0.045,44.0,166.0,1.0,3.38,0.46,9.5,6,0,1,52.09007255462681,2.237376399368943,0.32401216768221675,-0.5381960738284604
7.9,0.35,0.24,15.6,0.072,44.0,229.0,0.99785,3.03,0.59,10.5,6,0,1,113.37346204745035,-12.001570297151588,-0.22225587743476782,-0.6129129560080468
6.2,0.3,0.17,2.8,0.04,24.0,125.0,0.9939,3.01,0.46,9.0,5,0,1,7.122352153444828,-8.413581021857766,1.860873529963586,-0.10344653474303248
8.4,0.18,0.42,5.1,0.036,7.0,77.0,0.9939,3.16,0.52,11.7,5,0,1,-43.35444838638871,-14.081585493500558,-1.2436878712044708,1.1591506695147915
6.6,0.56,0.22,8.9,0.034,27.0,133.0,0.99675,3.2,0.51,9.1,5,0,1,15.83488839129792,-7.111288176541877,2.044846797211338,1.7148715141565407
6.2,0.3,0.17,2.8,0.04,24.0,125.0,0.9939,3.01,0.46,9.0,5,0,1,7.122352153444828,-8.413581021857766,1.860873529963586,-0.10344653474303248
6.6,0.56,0.22,8.9,0.034,27.0,133.0,0.99675,3.2,0.51,9.1,5,0,1,15.83488839129792,-7.111288176541877,2.044846797211338,1.7148715141565407
6.6,0.36,0.29,1.6,0.021,24.0,85.0,0.98965,3.41,0.61,12.4,9,0,1,-31.8943752311891,0.5747193842258673,-2.025946310093872,1.8549344523016063
7.3,0.655,0.2,10.2,0.071,28.0,212.0,0.9971,2.96,0.58,9.2,6,0,1,93.02198486105588,-23.91399846773671,2.643055599121936,1.367447005321102
6.8,0.18,0.21,5.4,0.053,34.0,104.0,0.99445,3.3,0.43,9.4,5,0,1,-10.979769478697364,6.135620978874503,0.24303015869836447,-0.3110166418802827
6.7,0.19,0.23,6.2,0.047,36.0,117.0,0.9945,3.34,0.43,9.6,6,0,1,2.158174443291794,5.1778400454121,0.03868683070075413,-0.30889139759335454
8.4,0.18,0.42,5.1,0.036,7.0,77.0,0.9939,3.16,0.52,11.7,5,0,1,-43.35444838638871,-14.081585493500558,-1.2436878712044708,1.1591506695147915
7.0,0.21,0.37,7.2,0.042,36.0,167.0,0.9958,3.26,0.56,9.8,6,0,1,50.87657752459363,-6.066211687198295,0.21613990433207747,-0.46750166054504577
6.8,0.25,0.38,8.1,0.046,24.0,155.0,0.9956,3.33,0.59,10.2,6,0,1,36.5407887155394,-15.015341568038101,-0.02820138876283274,0.16623173808152694
7.4,0.24,0.36,2.0,0.031,27.0,139.0,0.99055,3.28,0.48,12.5,9,0,1,21.363059638885776,-8.672065420911578,-1.8247845022031224,0.7420036683308564
7.1,0.16,0.36,10.7,0.044,20.0,90.0,0.9959,3.16,0.44,10.9,7,0,1,-27.536335796807233,-4.175407230688508,-0.792383062896921,-0.019857296114557534
7.1,0.16,0.36,1.2,0.043,21.0,90.0,0.9925,3.16,0.42,11.0,7,0,1,-27.71030711838088,-3.493249524424943,-0.285849415289463,0.24004794269800137
7.3,0.205,0.31,1.7,0.06,34.0,110.0,0.9963,3.72,0.69,10.5,6,0,1,-5.303249029698788,4.66899878381154,-0.3815186948549303,1.0808435947397068
7.4,0.17,0.4,5.5,0.037,34.0,161.0,0.9935,3.05,0.62,11.5,4,0,1,44.50327900852277,-6.7113282205863705,-1.1700168365384818,-0.5678822737213949
7.3,0.3,0.34,2.7,0.044,34.0,108.0,0.99105,3.36,0.53,12.8,8,0,1,-7.221560767399872,5.156462634639114,-2.148282335573869,1.2680730592577776
6.9,0.25,0.34,1.3,0.035,27.0,82.0,0.99045,3.18,0.44,12.2,6,0,1,-34.15590013479582,4.1604389911820885,-1.4032495690762121,0.83440602439675
7.3,0.205,0.31,1.7,0.06,34.0,110.0,0.9963,3.72,0.69,10.5,6,0,1,-5.303249029698788,4.66899878381154,-0.3815186948549303,1.0808435947397068
7.5,0.42,0.34,4.3,0.04,34.0,108.0,0.99155,3.14,0.45,12.8,8,0,1,-7.155935445844189,5.204004214190912,-1.4141579409971807,1.6703897029548698
7.3,0.25,0.36,2.1,0.034,30.0,177.0,0.99085,3.25,0.4,11.9,8,0,1,59.04039120052483,-14.31644030384311,-1.025614199707914,0.302505543056017
7.3,0.25,0.36,2.1,0.034,30.0,177.0,0.99085,3.25,0.4,11.9,8,0,1,59.04039120052483,-14.31644030384311,-1.025614199707914,0.302505543056017
7.3,0.25,0.36,2.1,0.034,30.0,177.0,0.99085,3.25,0.4,11.9,8,0,1,59.04039120052483,-14.31644030384311,-1.025614199707914,0.302505543056017
7.5,0.34,0.35,6.0,0.034,12.0,126.0,0.9924,3.16,0.39,12.0,7,0,1,5.514292356018672,-20.226333552674948,-0.7914442562381839,1.3887699004595853
7.6,0.33,0.35,6.3,0.036,12.0,126.0,0.9924,3.16,0.39,12.0,7,0,1,5.526163378690476,-20.217786293335372,-0.896874725895006,1.3340161960430192
8.7,0.23,0.32,13.4,0.044,35.0,169.0,0.99975,3.12,0.47,8.8,7,0,1,52.853154456019375,-7.314727843171183,0.9048404071516724,-0.3643460573680571
8.7,0.23,0.32,13.4,0.044,35.0,169.0,0.99975,3.12,0.47,8.8,7,0,1,52.853154456019375,-7.314727843171183,0.9048404071516724,-0.3643460573680571
6.9,0.19,0.35,1.7,0.036,33.0,101.0,0.99315,3.21,0.54,10.8,7,0,1,-14.288170683327236,5.727651990734531,-0.39636065204824633,0.12373772680146536
7.3,0.21,0.29,1.6,0.034,29.0,118.0,0.9917,3.3,0.5,11.0,8,0,1,1.358322011047566,-2.0054058267754535,-0.895327497665751,0.43566067094486055
7.3,0.21,0.29,1.6,0.034,29.0,118.0,0.9917,3.3,0.5,11.0,8,0,1,1.358322011047566,-2.0054058267754535,-0.895327497665751,0.43566067094486055
6.6,0.22,0.37,15.4,0.035,62.0,153.0,0.99845,3.02,0.4,9.3,5,0,1,43.422046815045086,22.660420380294685,0.31547767479887945,-1.6375596148242006
9.2,0.34,0.27,1.2,0.026,17.0,73.0,0.9921,3.08,0.39,10.8,5,0,1,-45.17145708559797,-3.57025222842257,-0.17655231680534478,1.9862008240510265
8.7,0.23,0.32,13.4,0.044,35.0,169.0,0.99975,3.12,0.47,8.8,7,0,1,52.853154456019375,-7.314727843171183,0.9048404071516724,-0.3643460573680571
6.0,0.2,0.24,1.8,0.03,30.0,105.0,0.9909,3.31,0.47,11.5,6,0,1,-11.059800631322982,1.91567301323735,-1.1434126990169504,0.14100802787597358
6.9,0.19,0.35,1.7,0.036,33.0,101.0,0.99315,3.21,0.54,10.8,7,0,1,-14.288170683327236,5.727651990734531,-0.39636065204824633,0.12373772680146536
8.2,0.38,0.49,13.6,0.042,58.0,166.0,0.99855,3.1,0.54,9.4,5,0,1,55.09509387758195,15.768503072133715,0.43797003016530894,0.009909912393858654
6.9,0.18,0.36,1.3,0.036,40.0,117.0,0.9934,3.27,0.95,9.5,7,0,1,2.848547761231126,8.920769047454199,-0.584337530548133,-0.32391353727947597
7.7,0.34,0.58,11.1,0.039,41.0,151.0,0.9978,3.06,0.49,8.6,5,0,1,36.58496394354608,2.5214575495375278,1.441195136612891,-0.03383705149564795
6.9,0.18,0.36,1.3,0.036,40.0,117.0,0.9934,3.27,0.95,9.5,7,0,1,2.848547761231126,8.920769047454199,-0.584337530548133,-0.32391353727947597
7.4,0.2,0.35,2.1,0.038,30.0,116.0,0.9949,3.49,0.77,10.3,7,0,1,-0.34077259070166455,-0.5677354039050103,-0.5814233766466235,0.7033573031551666
8.2,0.38,0.49,13.6,0.042,58.0,166.0,0.99855,3.1,0.54,9.4,5,0,1,55.09509387758195,15.768503072133715,0.43797003016530894,0.009909912393858654
8.2,0.4,0.48,13.7,0.042,59.0,169.0,0.9986,3.1,0.52,9.4,5,0,1,58.244154961696175,16.06888868075975,0.5427220690283246,0.08881762686894282
6.7,0.22,0.39,10.2,0.038,60.0,149.0,0.99725,3.17,0.54,10.0,7,0,1,38.856961131038844,21.456394754649587,-0.10061470529311978,-1.0070305932028034
8.1,0.27,0.35,1.7,0.03,38.0,103.0,0.99255,3.22,0.63,10.4,8,0,1,-11.226630112343077,10.136145645193128,-0.7080302012795006,0.7628871261513792
7.3,0.25,0.42,14.2,0.041,57.0,182.0,0.9996,3.29,0.75,9.1,7,0,1,70.48143525002207,11.211370236661708,-0.05986531016805946,-0.8650141421547346
4.8,0.34,0.0,6.5,0.028,33.0,163.0,0.9939,3.36,0.61,9.9,6,0,1,46.2948179888418,-8.09186722082174,0.4115599120172863,-0.11754238854103263
6.2,0.28,0.33,1.7,0.029,24.0,111.0,0.99,3.24,0.5,12.1,6,0,1,-6.571907921957021,-5.282445563024856,-1.3081602959969294,0.7423365164362735
4.8,0.33,0.0,6.5,0.028,34.0,163.0,0.9937,3.35,0.61,9.9,5,0,1,46.518943524124744,-7.118130681236297,0.3187068748908233,-0.2259561227275562
